,earnings,gender,age,region,education,experience
34781,10,male,52,South,12,34
34782,23.07692337,female,33,South,14,13
34783,24.51922989,male,35,South,18,11
34784,24.03846169,male,41,South,18,17
34785,12.5,male,32,South,10,16
34786,6.25,female,23,South,14,3
34787,11.53846169,male,37,South,10,21
34788,7.211538315,male,24,South,12,6
34789,20.5128212,male,46,South,12,28
34790,20.19230843,male,24,South,12,6
34791,14.42307663,male,36,South,12,18
34792,16.82692337,female,58,South,12,40
34793,16.82692337,female,43,South,14,23
34794,26.92307663,male,38,South,12,20
34795,37.01922989,male,53,South,14,33
34796,14.42307663,female,52,South,12,34
34797,14.42307663,male,45,South,12,27
34798,19.23077011,female,29,South,16,7
34799,19.23077011,female,45,South,16,23
34800,17.78846169,male,33,South,16,11
34801,19.23077011,female,29,South,16,7
34802,18.65384674,female,28,South,16,6
34803,12.74038506,male,28,South,13,9
34804,26.92307663,female,40,South,13,21
34805,13.46153831,male,45,South,12,27
34806,16.82692337,male,47,South,12,29
34807,9.615385056,female,32,South,6,20
34808,5.384615421,male,30,South,12,12
34809,5.769230843,male,24,South,9,9
34810,4.038461685,male,21,South,11,4
34811,8.653845787,female,41,South,12,23
34812,13.46153831,male,42,South,12,24
34813,23.4265728,male,52,South,20,26
34814,22.64957237,female,47,South,18,23
34815,9.5,male,46,South,12,28
34816,10.57692337,female,21,South,12,3
34817,11.25,male,38,South,9,23
34818,29.61538506,male,64,South,16,42
34819,8.725000381,female,63,South,13,44
34820,11.53846169,male,45,South,9,30
34821,9.615385056,male,27,South,11,10
34822,13.46153831,female,56,South,13,37
34823,23.07692337,male,55,South,18,31
34824,17.30769157,female,55,South,16,33
34825,16.82692337,male,39,South,12,21
34826,23,male,40,South,11,23
34827,18.75,female,27,South,18,3
34828,10.2564106,female,62,South,14,42
34829,4.807692528,female,45,South,13,26
34830,10.57692337,female,61,South,13,42
34831,12.01923084,male,33,South,13,14
34832,7.788461685,female,35,South,13,16
34833,11.53846169,female,38,South,16,16
34834,20.19230843,male,28,South,13,9
34835,9.615385056,male,24,South,12,6
34836,9.615385056,male,24,South,12,6
34837,10.09615421,male,60,South,12,42
34838,10.57692337,male,35,South,12,17
34839,19.23077011,male,46,South,18,22
34840,8.653845787,female,62,South,12,44
34841,38.46154022,male,57,South,18,33
34842,4.326922894,female,41,South,12,23
34843,24.03846169,male,45,South,11,28
34844,16.29829979,female,45,South,12,27
34845,3.296703339,female,22,South,13,3
34846,21.63461494,female,49,South,16,27
34847,12.74038506,male,33,South,11,16
34848,14.42307663,male,30,South,12,12
34849,6.538461685,female,23,South,12,5
34850,4.807692528,female,22,South,12,4
34851,22.59615326,female,55,South,16,33
34852,17.78846169,male,51,South,18,27
34853,14.90384579,female,51,South,16,29
34854,4.068047523,female,59,South,12,41
34855,17.78846169,male,34,South,12,16
34856,19.23077011,male,61,South,14,41
34857,17.30769157,female,61,South,19,36
34858,11.05769253,male,50,South,12,32
34859,16.53846169,female,54,South,18,30
34860,34.72222137,male,31,Northeast,12,13
34861,17.30769157,male,37,Northeast,14,17
34862,8.856275558,female,45,Northeast,13,26
34863,20.5128212,female,51,Northeast,18,27
34864,6.410256386,male,58,Northeast,16,36
34865,28.84615326,female,37,Northeast,12,19
34866,17.78846169,male,40,Northeast,12,22
34867,13.75332737,female,49,Northeast,13,30
34868,11.05769253,female,64,Northeast,13,45
34869,19.71153831,female,35,Northeast,13,16
34870,37.5,male,35,Northeast,12,17
34871,32.05128098,male,52,Northeast,14,32
34872,3.125,male,38,Northeast,12,20
34873,14.79289913,female,38,Northeast,13,19
34874,19.23077011,male,41,Northeast,16,19
34875,21.63461494,female,40,Northeast,18,16
34876,19.23077011,male,44,Northeast,12,26
34877,21.63461494,male,29,Northeast,16,7
34878,38.46154022,female,28,Northeast,16,6
34879,22.11538506,female,34,Northeast,16,12
34880,5.079327106,male,31,Northeast,16,9
34881,13.94230747,female,31,Northeast,13,12
34882,10.09615421,male,30,Northeast,11,13
34883,17.78846169,female,37,Northeast,13,18
34884,17.78846169,male,37,Northeast,12,19
34885,16.34615326,male,56,South,12,38
34886,15.18218613,male,41,South,10,25
34887,19.23077011,male,45,South,16,23
34888,14.42307663,female,40,South,12,22
34889,26.31579018,female,35,South,18,11
34890,10.55128193,male,50,South,12,32
34891,25.48077011,male,50,South,14,30
34892,14.18269253,female,23,South,16,1
34893,18.21862411,female,45,South,18,21
34894,16.82692337,male,51,South,13,32
34895,7.5,female,25,South,13,6
34896,8.653845787,male,23,South,12,5
34897,3.004807711,female,34,South,13,15
34898,9.985207558,female,38,South,18,14
34899,25.96153831,male,29,South,14,9
34900,24.51922989,male,49,South,14,29
34901,13.46153831,female,47,South,13,28
34902,14.42307663,female,53,South,12,35
34903,17.78846169,male,34,South,12,16
34904,52.88461685,male,41,South,18,17
34905,45.67307663,female,40,South,19,15
34906,14.42355728,female,28,South,16,6
34907,14.42307663,female,26,Midwest,16,4
34908,19.13461494,female,43,South,16,21
34909,12.5,male,35,South,16,13
34910,49.51922989,female,29,South,16,7
34911,28.84615326,male,32,Northeast,19,7
34912,20.94017029,female,28,South,18,4
34913,9.230769157,female,53,South,13,34
34914,33.13461685,male,54,South,14,34
34915,8.07692337,female,25,South,13,6
34916,20,male,42,South,12,24
34917,11.21794891,male,40,South,12,22
34918,10,male,21,South,13,2
34919,8.17307663,male,23,South,13,4
34920,19.23077011,female,44,South,12,26
34921,5.439005375,male,46,South,10,30
34922,29.03846169,male,36,South,16,14
34923,15.625,male,53,Northeast,16,31
34924,13.125,male,55,Northeast,9,40
34925,9.428571701,male,40,Northeast,12,22
34926,15.625,male,24,Northeast,13,5
34927,10.5,female,53,Northeast,13,34
34928,6.237006187,female,28,Northeast,16,6
34929,17.69230843,male,31,Northeast,18,7
34930,9,female,57,Northeast,16,35
34931,15,male,59,Northeast,18,35
34932,18.88111877,male,59,Northeast,12,41
34933,19.6581192,female,56,Northeast,12,38
34934,46.63461685,male,48,South,13,29
34935,36.85897446,male,58,South,16,36
34936,19.23077011,male,60,South,12,42
34937,10.28571415,female,23,South,12,5
34938,9.134614944,male,28,South,13,9
34939,14.42307663,female,29,South,14,9
34940,24.03846169,male,35,South,12,17
34941,9.615385056,female,50,South,13,31
34942,21.59000015,male,54,South,14,34
34943,33.65384674,male,43,South,18,19
34944,24.03846169,female,53,South,12,35
34945,5.769230843,female,24,South,12,6
34946,14.42307663,male,27,South,14,7
34947,11.29807663,female,41,South,13,22
34948,28.84615326,male,41,South,12,23
34949,50.42734909,female,58,South,18,34
34950,20.5128212,male,57,South,12,39
34951,18.75,male,47,South,12,29
34952,7.211538315,female,37,South,12,19
34953,20.09615326,female,23,South,16,1
34954,12.5,male,29,South,14,9
34955,13.46153831,female,25,South,12,7
34956,7.211538315,male,33,South,12,15
34957,36.32478714,female,46,South,16,24
34958,9.615385056,male,22,South,12,4
34959,18.8235302,female,52,South,13,33
34960,11.53846169,male,48,South,12,30
34961,42.30769348,female,48,South,18,24
34962,26.44230843,female,30,South,16,8
34963,23.93162346,male,30,South,16,8
34964,10.76923084,male,44,South,14,24
34965,27.88461494,male,41,South,16,19
34966,22.11538506,female,31,Midwest,19,6
34967,19.23077011,female,29,South,12,11
34968,19.23077011,female,31,South,16,9
34969,18.26922989,male,34,South,12,16
34970,48.07692337,female,44,South,16,22
34971,48.07692337,male,43,South,16,21
34972,18.26922989,male,59,South,18,35
34973,40.06410217,female,55,South,18,31
34974,29.80769157,female,44,South,18,20
34975,20.19230843,female,34,South,18,10
34976,23.02884674,female,40,South,16,18
34977,48.07692337,male,59,South,12,41
34978,19.23077011,male,48,South,12,30
34979,9.615385056,female,48,South,12,30
34980,16.34615326,female,51,Northeast,13,32
34981,7.211538315,female,27,Northeast,13,8
34982,19.23077011,female,52,Northeast,16,30
34983,12.01923084,male,26,South,12,8
34984,15,female,41,Northeast,12,23
34985,10.09615421,male,38,Northeast,12,20
34986,19.64882851,female,49,Northeast,18,25
34987,34.61538315,male,34,Northeast,16,12
34988,13.46153831,female,33,Northeast,16,11
34989,29.43485069,male,49,Northeast,12,31
34990,27.88461494,male,38,Northeast,14,18
34991,14.52991486,male,40,Northeast,14,20
34992,16.39422989,female,31,Northeast,14,11
34993,17.78846169,male,34,Northeast,18,10
34994,12.75510216,female,53,Northeast,13,34
34995,15.38461494,male,26,Northeast,14,6
34996,13.46153831,female,27,Northeast,14,7
34997,15.38461494,male,58,Northeast,14,38
34998,11.58906841,female,39,Northeast,12,21
34999,38.46154022,male,41,Northeast,13,22
35000,25,male,35,Northeast,16,13
35001,12.25961494,male,45,Northeast,12,27
35002,35,male,53,Northeast,14,33
35003,23.07692337,female,48,Northeast,12,30
35004,28.84615326,female,30,Northeast,16,8
35005,24.03846169,male,31,Northeast,16,9
35006,10.07326031,female,56,Northeast,19,31
35007,12.98076916,male,29,Northeast,12,11
35008,26.44230843,male,48,Northeast,16,26
35009,14.85576916,female,56,Northeast,13,37
35010,23.99038506,male,50,Northeast,13,31
35011,14.28571415,female,33,Northeast,13,14
35012,24.03846169,male,29,Northeast,12,11
35013,23.55769157,male,46,Northeast,14,26
35014,46.15384674,male,50,Northeast,16,28
35015,12.5,female,25,Northeast,12,7
35016,21.63461494,male,27,Northeast,13,8
35017,32.05128098,male,44,Northeast,12,26
35018,11.53846169,male,30,Northeast,14,10
35019,12.62857151,female,30,Northeast,14,10
35020,28.84615326,female,26,Northeast,16,4
35021,15.38461494,male,24,Northeast,16,2
35022,26.92307663,female,26,Northeast,16,4
35023,38.46154022,male,54,Northeast,12,36
35024,19.23077011,female,42,South,10,26
35025,14.18269253,female,26,South,16,4
35026,10.2564106,male,28,South,16,6
35027,8,male,49,South,10,33
35028,8.566433907,male,38,South,12,20
35029,7.692307472,female,58,South,8,44
35030,13.46153831,female,37,Northeast,16,15
35031,13.75,male,26,Northeast,16,4
35032,30.41144943,male,36,Northeast,16,14
35033,16.34615326,female,40,Northeast,12,22
35034,13.6668272,male,55,Northeast,13,36
35035,15,male,34,Northeast,12,16
35036,12.39999962,female,30,Northeast,12,12
35037,15.38461494,male,23,Northeast,13,4
35038,17.94871712,female,56,Northeast,18,32
35039,23.4265728,male,55,Northeast,16,33
35040,11.29807663,male,36,Northeast,12,18
35041,19.91758156,male,58,South,16,36
35042,12.01923084,female,52,South,12,34
35043,24.35897446,female,36,South,14,16
35044,26.44230843,male,31,South,13,12
35045,13.46153831,female,49,South,14,29
35046,11.53846169,female,22,South,14,2
35047,23.17521286,male,60,South,12,42
35048,15.86538506,male,28,South,16,6
35049,10.09615421,male,29,Midwest,14,9
35050,7.211538315,male,22,South,8,8
35051,17.78846169,male,25,South,16,3
35052,24,male,51,South,16,29
35053,16.92307663,female,45,South,18,21
35054,32.69230652,male,49,South,14,29
35055,11.05769253,female,50,South,16,28
35056,19.71153831,male,46,South,18,22
35057,13.75,female,45,South,16,23
35058,20.19230843,male,59,South,16,37
35059,21.15384674,female,63,South,12,45
35060,28.84615326,male,44,South,18,20
35061,36.05769348,female,42,South,16,20
35062,11.56923103,male,52,South,12,34
35063,14.32692337,female,43,South,14,23
35064,16.15384674,female,51,South,18,27
35065,32.96703339,male,51,South,18,27
35066,10.15384579,male,62,South,6,50
35067,23.07692337,male,33,South,13,14
35068,14.18269253,male,45,South,13,26
35069,10.57692337,female,43,South,14,23
35070,9.615385056,female,31,South,14,11
35071,9.615385056,male,43,South,11,26
35072,22.89134598,female,38,South,6,26
35073,9.846154213,male,34,Northeast,11,17
35074,9.615385056,female,62,Northeast,12,44
35075,13.35470104,female,48,Northeast,13,29
35076,36.05769348,male,45,Northeast,13,26
35077,14.9572649,female,40,Northeast,13,21
35078,48.07692337,male,57,Northeast,18,33
35079,38.46154022,male,45,Northeast,16,23
35080,9.615385056,female,57,Northeast,10,41
35081,28.84615326,male,57,Northeast,16,35
35082,16.82692337,male,31,Northeast,14,11
35083,52.88461685,male,47,Northeast,14,27
35084,28.84615326,female,47,Northeast,14,27
35085,28.64157104,male,58,Northeast,14,38
35086,22.11538506,female,52,Northeast,16,30
35087,28.84615326,male,52,Northeast,14,32
35088,16.82692337,male,44,South,12,26
35089,7.692307472,male,23,Northeast,13,4
35090,26.44230843,male,23,Northeast,13,4
35091,26.44230843,male,33,Northeast,16,11
35092,26.92307663,male,49,Northeast,14,29
35093,43.70629501,male,37,Northeast,12,19
35094,38.46154022,male,49,Northeast,13,30
35095,46.15384674,male,38,Northeast,16,16
35096,20,male,41,Northeast,14,21
35097,22.59615326,male,47,Northeast,12,29
35098,23.36965752,male,46,Northeast,13,27
35099,17.78846169,female,46,Northeast,14,26
35100,29.05982971,male,42,Northeast,18,18
35101,13.46153831,female,39,Northeast,13,20
35102,10.38461494,male,22,South,12,4
35103,15.86538506,male,21,South,13,2
35104,20.19230843,male,34,South,13,15
35105,8.17307663,female,31,South,12,13
35106,15,male,27,South,12,9
35107,10.57692337,male,23,South,16,1
35108,19.23077011,female,30,South,16,8
35109,38.46154022,male,37,South,18,13
35110,11.05769253,male,38,South,14,18
35111,9.615385056,female,55,South,14,35
35112,13.46153831,female,42,South,12,24
35113,9.615385056,female,46,South,12,28
35114,11.92307663,female,44,South,12,26
35115,17.78846169,male,48,South,14,28
35116,28.84615326,male,45,South,12,27
35117,17.30769157,female,45,South,12,27
35118,15.38461494,male,58,South,12,40
35119,17.30769157,male,25,South,13,6
35120,19.23077011,female,47,South,12,29
35121,27.30769157,female,33,South,16,11
35122,21.69230843,female,32,South,14,12
35123,32.69230652,male,32,South,18,8
35124,19.23077011,male,49,South,13,30
35125,16.82692337,male,51,South,9,36
35126,15.38461494,male,26,Midwest,12,8
35127,12.01923084,female,25,Midwest,13,6
35128,25.30364418,male,51,South,18,27
35129,11.53846169,female,47,South,18,23
35130,24.1149044,female,43,South,12,25
35131,45.72649384,male,38,South,20,12
35132,17.98077011,female,34,South,13,15
35133,18.26922989,female,34,South,12,16
35134,11.96581173,male,32,South,12,14
35135,54.32692337,female,34,South,18,10
35136,28.46153831,female,31,Northeast,14,11
35137,6.730769157,female,61,South,13,42
35138,34.61538315,male,30,South,16,8
35139,14.6581192,female,25,Northeast,16,3
35140,18.26922989,female,25,Northeast,16,3
35141,19.71153831,female,52,South,11,35
35142,16.82692337,male,50,South,16,28
35143,17.30769157,female,45,South,12,27
35144,14.90384579,female,47,South,12,29
35145,16.82692337,female,36,South,12,18
35146,12.01923084,female,23,South,13,4
35147,12.08791256,female,46,South,12,28
35148,10.57692337,female,21,South,14,1
35149,58.17307663,male,41,South,16,19
35150,16.53846169,female,53,South,18,29
35151,42.30769348,male,52,South,18,28
35152,13.94230747,female,46,South,9,31
35153,48.07692337,male,50,South,12,32
35154,6.730769157,male,26,South,12,8
35155,5.769230843,female,21,South,13,2
35156,21.15384674,female,56,South,14,36
35157,10.09615421,male,59,South,12,41
35158,21.63461494,female,52,South,14,32
35159,8.653845787,female,21,South,13,2
35160,7.692307472,female,47,South,12,29
35161,21.63461494,male,40,South,16,18
35162,12.01923084,female,39,South,13,20
35163,24.03846169,male,47,South,14,27
35164,39.90384674,female,46,South,14,26
35165,14.42307663,female,48,South,13,29
35166,22.11538506,male,37,South,16,15
35167,14.42307663,female,49,South,16,27
35168,24.03846169,male,50,South,18,26
35169,4.807692528,female,28,South,11,11
35170,19.23077011,female,46,South,16,24
35171,16.15384674,female,27,South,13,8
35172,9.109312057,female,21,South,12,3
35173,18.40470123,female,54,South,12,36
35174,7.407407284,male,56,South,13,37
35175,12.30769253,male,27,South,16,5
35176,7.211538315,female,24,South,13,5
35177,11.96581173,male,36,South,14,16
35178,11.53846169,male,55,South,14,35
35179,8.097166061,female,54,South,12,36
35180,8.75,male,30,South,12,12
35181,17.54807663,female,46,South,16,24
35182,12.08791256,female,41,South,12,23
35183,13.35470104,female,56,South,12,38
35184,16.15384674,female,36,South,12,18
35185,13.70192337,male,48,South,13,29
35186,11.53846169,male,59,South,8,45
35187,11.53846169,female,50,South,12,32
35188,20.67307663,female,38,South,18,14
35189,19.23077011,female,47,South,12,29
35190,9.615385056,male,26,South,14,6
35191,6.730769157,female,28,South,12,10
35192,6.730769157,female,52,South,14,32
35193,13.73626328,female,45,South,12,27
35194,14.42307663,female,40,South,16,18
35195,9.615385056,female,45,South,13,26
35196,10.09615421,female,43,South,12,25
35197,15,female,63,South,11,46
35198,7.355769157,male,39,South,12,21
35199,19.23077011,female,29,South,13,10
35200,24.03846169,male,31,South,16,9
35201,21.63461494,female,34,South,16,12
35202,14.42307663,female,48,South,13,29
35203,14.61538506,male,37,South,12,19
35204,48.07692337,female,43,West,18,19
35205,30.76922989,male,39,West,19,14
35206,16.82692337,male,38,South,13,19
35207,9.134614944,female,35,South,13,16
35208,18.46153831,male,29,Northeast,16,7
35209,20.67307663,male,32,South,12,14
35210,9.615385056,female,22,South,13,3
35211,14.10256386,female,29,Northeast,18,5
35212,30.76922989,male,39,South,18,15
35213,12.01923084,male,36,South,12,18
35214,15.84249115,female,49,South,12,31
35215,11.96581173,male,56,South,16,34
35216,10.5,male,34,South,10,18
35217,12.98076916,male,38,South,13,19
35218,26.92307663,male,30,South,16,8
35219,19.23077011,female,32,South,16,10
35220,24.03846169,male,34,South,13,15
35221,8.653845787,male,34,South,14,14
35222,12.01923084,female,38,South,14,18
35223,18.26922989,male,36,South,12,18
35224,25.48077011,female,41,South,13,22
35225,6.868131638,male,31,South,14,11
35226,25.96153831,female,57,South,14,37
35227,13.73626328,male,59,South,16,37
35228,2.588757515,male,50,South,12,32
35229,28.84615326,male,43,South,16,21
35230,20,male,36,Northeast,12,18
35231,14.58076954,female,34,South,13,15
35232,11.96581173,male,40,South,12,22
35233,9.615385056,male,30,South,12,12
35234,12.5,female,51,South,13,32
35235,20.19230843,male,47,South,16,25
35236,16.53846169,female,43,South,13,24
35237,14.61538506,male,41,South,13,22
35238,19.23077011,male,41,South,13,22
35239,15.86538506,male,24,South,13,5
35240,8.012820244,female,23,South,14,3
35241,14.42307663,male,35,South,13,16
35242,14.42307663,female,32,South,13,13
35243,13.26923084,female,39,South,12,21
35244,18.26922989,female,51,South,13,32
35245,12.98076916,female,42,South,16,20
35246,14.42307663,male,43,South,12,25
35247,16.34615326,female,28,South,13,9
35248,9.615385056,male,37,South,14,17
35249,6.230769157,male,24,South,6,12
35250,19.23077011,male,41,South,8,27
35251,25,male,56,South,12,38
35252,27.41778755,female,49,South,13,30
35253,18.125,male,40,South,16,18
35254,36.05769348,male,30,Midwest,13,11
35255,26.92307663,female,29,Midwest,16,7
35256,10.57692337,female,36,South,12,18
35257,10,male,34,South,8,20
35258,38.46154022,male,64,South,13,45
35259,36.05769348,male,55,South,13,36
35260,22.59615326,male,50,South,8,36
35261,18.26922989,male,30,Midwest,12,12
35262,19.23077011,male,35,South,12,17
35263,8.653845787,female,35,South,12,17
35264,52.88461685,male,52,South,16,30
35265,34.61538315,female,51,South,16,29
35266,22.43589783,male,53,South,13,34
35267,7.142857075,female,46,South,16,24
35268,9.615385056,male,21,South,13,2
35269,26.61538506,female,61,South,16,39
35270,2.884615421,female,25,South,12,7
35271,7.142857075,female,43,South,12,25
35272,14.42307663,female,50,South,13,31
35273,5.769230843,female,38,South,13,19
35274,8.547008514,female,30,Midwest,13,11
35275,14.05325413,male,28,Midwest,16,6
35276,9.829059601,male,31,South,11,14
35277,4.326922894,female,58,South,12,40
35278,17.30769157,male,61,South,12,43
35279,3.173076868,male,41,South,14,21
35280,7.396449566,female,50,South,12,32
35281,14.90384579,female,41,South,14,21
35282,15.38461494,male,39,South,12,21
35283,9.615385056,female,48,South,14,28
35284,8,male,51,South,12,33
35285,24.03846169,male,23,South,13,4
35286,16.34615326,male,34,South,14,14
35287,15.59251595,female,36,South,16,14
35288,19.23077011,male,49,South,10,33
35289,17.30769157,male,58,South,8,44
35290,9.615385056,female,43,South,9,28
35291,8.928571701,female,57,South,14,37
35292,12.5,female,64,South,12,46
35293,28.84615326,male,47,South,12,29
35294,8.653845787,female,48,South,12,30
35295,17.78846169,male,36,South,12,18
35296,26.92307663,female,55,South,16,33
35297,28.84615326,female,61,South,16,39
35298,26.44230843,male,59,South,13,40
35299,13.07692337,female,35,South,16,13
35300,26.92307663,female,34,South,18,10
35301,25,female,47,South,13,28
35302,8.653845787,female,39,South,12,21
35303,8.653845787,female,26,South,12,8
35304,7.692307472,male,38,South,12,20
35305,9.25,female,34,South,12,16
35306,40.06410217,male,37,South,16,15
35307,24.03846169,female,31,South,16,9
35308,33.85416794,male,53,South,18,29
35309,48.07692337,female,52,South,16,30
35310,23.07692337,female,52,South,14,32
35311,23.55769157,female,47,South,13,28
35312,14.42307663,male,59,South,13,40
35313,7.692307472,female,57,South,12,39
35314,26.44230843,female,55,South,18,31
35315,19.23077011,female,37,South,18,13
35316,15.22435856,male,46,South,12,28
35317,12.01923084,male,42,South,12,24
35318,14.42307663,male,35,South,14,15
35319,11.05769253,female,40,South,12,22
35320,10.57692337,female,30,South,16,8
35321,23.07692337,male,46,South,16,24
35322,15,male,29,South,12,11
35323,12.82051277,male,35,South,6,23
35324,10.98901081,female,32,South,6,20
35325,13.46153831,male,36,South,8,22
35326,13.94230747,male,50,South,12,32
35327,12.98076916,female,31,Midwest,16,9
35328,10.57692337,male,37,South,12,19
35329,18.50961494,male,26,South,16,4
35330,28.84615326,male,43,South,13,24
35331,19.23077011,female,41,South,14,21
35332,14.42307663,female,40,South,12,22
35333,24.03846169,male,44,South,12,26
35334,12.01923084,female,21,South,13,2
35335,19.23077011,female,52,South,12,34
35336,10.38461494,male,22,South,12,4
35337,9.615385056,male,34,South,12,16
35338,14.42307663,female,34,South,12,16
35339,12.5,female,48,South,14,28
35340,6.993007183,female,51,South,12,33
35341,24.03846169,male,43,South,16,21
35342,10.57692337,female,49,South,16,27
35343,14.42307663,male,43,South,12,25
35344,24.03846169,female,42,South,16,20
35345,17.09401703,male,34,South,14,14
35346,2.863247871,male,26,South,12,8
35347,18.26922989,male,52,South,12,34
35348,14.42307663,male,51,South,12,33
35349,7.211538315,male,22,South,13,3
35350,17.78846169,female,28,South,19,3
35351,34.18803406,male,30,South,12,12
35352,9.890110016,female,33,South,16,11
35353,12.82051277,male,33,South,13,14
35354,5.769230843,female,38,South,10,22
35355,10.17836571,female,45,South,8,31
35356,7.820512772,male,30,South,12,12
35357,6.923077106,male,27,Northeast,12,9
35358,30.76922989,male,35,South,13,16
35359,9.615385056,male,25,Northeast,12,7
35360,13.40865421,male,50,Northeast,12,32
35361,25.64102554,female,60,Northeast,12,42
35362,10.09615421,male,55,Northeast,12,37
35363,7.211538315,male,59,Northeast,14,39
35364,11.35149574,female,56,Northeast,12,38
35365,16.82692337,male,30,Northeast,16,8
35366,25.48077011,female,49,Northeast,20,23
35367,20,male,34,Northeast,14,14
35368,16.82692337,male,35,Northeast,12,17
35369,19.23077011,female,38,Northeast,12,20
35370,20.83333397,male,42,Northeast,12,24
35371,13.79120922,female,40,Northeast,13,21
35372,12.11538506,male,49,Northeast,13,30
35373,13.46153831,female,49,Northeast,14,29
35374,24.03846169,male,52,Northeast,13,33
35375,14.42307663,female,37,Northeast,13,18
35376,14.34965038,female,30,Northeast,18,6
35377,12.30769253,female,32,Northeast,16,10
35378,12.82051277,female,55,Northeast,12,37
35379,34.61538315,male,58,Northeast,12,40
35380,5.769230843,female,57,Northeast,12,39
35381,13.46153831,female,28,Northeast,19,3
35382,12.98076916,male,35,Northeast,16,13
35383,21.15384674,male,48,Northeast,12,30
35384,15.38461494,female,46,Northeast,16,24
35385,24.80769157,female,46,Northeast,18,22
35386,7.692307472,female,32,Midwest,12,14
35387,21.36752129,male,40,South,13,21
35388,14.42307663,female,39,South,14,19
35389,24.72527504,male,50,South,16,28
35390,16.82692337,male,55,South,14,35
35391,15.86538506,female,38,South,12,20
35392,15,male,60,South,12,42
35393,11.92307663,female,29,South,14,9
35394,19.17836571,male,53,South,12,35
35395,39.42307663,female,49,South,12,31
35396,24.03846169,female,36,South,16,14
35397,47.88461685,male,38,South,18,14
35398,19.23077011,female,32,South,18,8
35399,40,male,52,South,16,30
35400,13.46153831,female,35,South,12,17
35401,31.25,male,52,South,12,34
35402,24.03846169,male,46,South,12,28
35403,13.46153831,female,43,South,12,25
35404,32.86713409,male,45,South,19,20
35405,14.42307663,female,51,South,16,29
35406,38.94230652,male,24,South,13,5
35407,12.01923084,female,53,Midwest,12,35
35408,26.92307663,male,46,South,16,24
35409,24.03846169,male,54,South,18,30
35410,43.26922989,male,47,South,20,21
35411,38.46154022,female,47,South,20,21
35412,57.69230652,male,46,South,18,22
35413,28.52564049,male,43,South,19,18
35414,16.34615326,female,61,South,12,43
35415,39.2628212,female,44,South,13,25
35416,23.07692337,male,42,South,13,23
35417,16.34615326,male,21,South,12,3
35418,19.23077011,female,46,South,12,28
35419,19.71153831,female,29,South,16,7
35420,12.98076916,male,30,South,12,12
35421,17.30817223,male,39,South,16,17
35422,14.42307663,female,39,South,13,20
35423,15.38461494,female,47,South,12,29
35424,19.23077011,male,51,South,12,33
35425,29.30402946,female,50,South,14,30
35426,17.1875,female,37,South,16,15
35427,12.85714245,male,31,South,13,12
35428,14.42307663,female,36,South,14,16
35429,25,male,38,South,12,20
35430,12.01923084,male,53,South,12,35
35431,16.38461494,male,53,South,16,31
35432,7.211538315,male,31,South,10,15
35433,7.211538315,male,23,South,12,5
35434,7.211538315,male,30,South,16,8
35435,14.42307663,female,33,South,16,11
35436,26.44230843,male,49,Northeast,12,31
35437,42.30769348,female,32,Northeast,13,13
35438,13.18681335,female,25,Northeast,13,6
35439,8.741258621,male,29,South,18,5
35440,8.741258621,male,25,South,18,1
35441,17.78846169,female,27,Northeast,12,9
35442,16.34615326,male,28,Northeast,12,10
35443,16.53846169,male,27,Northeast,12,9
35444,14.42307663,female,26,Northeast,13,7
35445,21.25,male,45,Northeast,12,27
35446,15,female,44,Northeast,12,26
35447,25.96153831,female,36,Northeast,20,10
35448,3.846153736,male,35,Northeast,16,13
35449,13.46153831,female,50,Northeast,13,31
35450,26.92307663,male,49,Northeast,13,30
35451,16.82692337,male,47,Northeast,13,28
35452,24.03846169,male,41,Northeast,18,17
35453,11.53846169,male,29,Northeast,12,11
35454,57.69230652,male,49,Northeast,12,31
35455,14.42307663,female,49,Northeast,14,29
35456,27.40384674,male,32,Northeast,12,14
35457,15.73076916,female,32,Northeast,12,14
35458,39.44871902,male,29,Northeast,12,11
35459,21.15384674,male,46,Northeast,18,22
35460,24.17582512,female,59,Northeast,16,37
35461,15.93406582,male,24,Northeast,16,2
35462,61.73469543,male,36,Northeast,18,12
35463,27.23776245,male,30,Northeast,16,8
35464,26.59574509,female,30,Northeast,14,10
35465,19.23077011,female,34,South,12,16
35466,18.75,female,30,South,14,10
35467,24.03846169,female,43,Northeast,16,21
35468,24.03846169,female,35,Northeast,16,13
35469,11.92307663,female,33,Northeast,18,9
35470,17.78846169,male,42,Northeast,16,20
35471,17.78846169,female,42,Northeast,16,20
35472,20,male,48,Northeast,16,26
35473,13.46153831,female,44,Northeast,14,24
35474,7.142857075,female,54,Northeast,16,32
35475,22.43589783,male,52,Northeast,12,34
35476,24.03846169,female,57,Northeast,14,37
35477,9.615385056,male,31,Northeast,13,12
35478,28.84615326,male,51,Northeast,16,29
35479,14.42307663,male,38,Northeast,12,20
35480,21.15384674,female,42,Northeast,13,23
35481,22.5,male,48,Northeast,18,24
35482,9.615385056,female,27,Northeast,16,5
35483,15,male,27,Northeast,14,7
35484,19.23077011,male,38,Northeast,12,20
35485,8.653845787,male,30,Northeast,13,11
35486,17.30769157,male,47,Midwest,16,25
35487,8.461538315,female,28,Midwest,13,9
35488,24.23077011,male,30,Midwest,12,12
35489,20.67307663,male,50,Midwest,13,31
35490,29.80769157,male,36,Midwest,13,17
